timestamp,speed,rpm,calculated_engine_load,absolute_engine_load,relative_throttle_pos,absolute_throttle_pos,timing_advance,fuel_rail_pressure,intake_manifold_pressure,coolant_temperature,fuel_level,catalyst_temperature_bank1sensor1,catalyst_temperature_bank1sensor2,o2_bank1sensor2_voltage,o2_bank1sensor1_wr_lambda_current,short_term_fuel_trim_bank1,short_term_o2_trim_bank1
13.701657,0.0,757.0,34.11764705882353,20.784313725490197,3.1372549019607843,14.117647058823529,5.0,4290.0,32,69,51.372549019607845,287.3,223.40000000000003,0.42,-0.00390625,3.125,0.0
14.041595,0.0,764.0,34.11764705882353,20.784313725490197,3.1372549019607843,14.117647058823529,4.0,4220.0,32,69,50.98039215686274,288.20000000000005,224.40000000000003,0.42,-0.03125,3.125,0.0
14.381806,0.0,769.0,33.72549019607843,20.784313725490197,3.1372549019607843,14.117647058823529,5.0,4250.0,32,69,51.372549019607845,289.20000000000005,225.40000000000003,0.42,-0.05078125,2.34375,0.0
14.721178,0.0,765.0,33.72549019607843,20.392156862745097,3.1372549019607843,14.117647058823529,7.0,4270.0,32,69,51.372549019607845,289.20000000000005,225.40000000000003,0.42,-0.0390625,2.34375,0.0
15.061351,0.0,755.0,34.11764705882353,21.176470588235293,3.1372549019607843,14.117647058823529,5.0,4190.0,32,69,51.76470588235294,290.0,226.3,0.42,-0.015625,2.34375,0.0
15.401398,0.0,744.0,34.509803921568626,21.176470588235293,3.5294117647058822,14.509803921568627,16.5,4240.0,34,69,50.19607843137255,290.90000000000003,227.2,0.42,0.01953125,2.34375,0.0
15.742671,0.0,674.0,40.0,27.45098039215686,4.313725490196078,14.901960784313726,13.5,4700.0,40,69,52.94117647058823,290.90000000000003,227.2,0.42,0.01953125,2.34375,0.0
16.081872,0.0,664.0,47.84313725490196,34.509803921568626,4.705882352941177,15.294117647058824,13.5,5260.0,48,70,50.588235294117645,291.5,228.40000000000003,0.42,-0.0234375,1.5625,0.0
16.421165,0.0,777.0,49.01960784313726,32.549019607843135,4.313725490196078,14.901960784313726,0.5,5460.0,46,70,51.76470588235294,292.90000000000003,230.2,0.42,0.01953125,2.34375,0.0
16.761831,0.0,778.0,46.666666666666664,30.19607843137255,4.313725490196078,14.901960784313726,2.5,5140.0,44,70,51.372549019607845,292.90000000000003,230.2,0.42,0.07421875,3.125,0.0
17.10144,0.0,778.0,45.09803921568628,29.019607843137255,4.313725490196078,14.901960784313726,2.5,5060.0,43,70,50.98039215686274,294.20000000000005,231.90000000000003,0.42,0.0546875,3.90625,0.0
17.442085,0.0,774.0,44.31372549019608,28.627450980392158,4.313725490196078,14.901960784313726,5.0,5040.0,42,70,45.09803921568628,295.5,233.40000000000003,0.42,-0.00390625,3.90625,0.0
17.781964,0.0,749.0,44.705882352941174,29.41176470588235,4.313725490196078,14.901960784313726,4.0,4930.0,43,70,43.92156862745098,295.5,233.40000000000003,0.42,0.046875,3.90625,0.0
18.121242,0.0,752.0,45.490196078431374,29.80392156862745,4.313725490196078,14.901960784313726,0.5,4960.0,44,70,47.84313725490196,296.6,234.90000000000003,0.42,0.0625,4.6875,0.0
18.46119,0.0,755.0,46.27450980392157,30.19607843137255,4.313725490196078,14.901960784313726,-1.0,4990.0,44,70,54.11764705882353,297.8,236.40000000000003,0.42,0.02734375,3.90625,0.0
18.801161,0.0,744.0,46.27450980392157,30.588235294117645,4.313725490196078,14.901960784313726,-1.5,4990.0,44,70,43.92156862745098,297.8,236.40000000000003,0.42,0.00390625,3.90625,0.0
19.141415,0.0,749.0,46.27450980392157,30.588235294117645,4.313725490196078,14.901960784313726,-2.0,5070.0,44,70,53.333333333333336,299.0,237.90000000000003,0.42,-0.0390625,3.125,0.0
19.482273,0.0,751.0,46.27450980392157,30.588235294117645,4.313725490196078,14.901960784313726,-1.5,5010.0,44,70,50.588235294117645,300.20000000000005,239.3,0.42,-0.0859375,3.125,0.0
19.821799,0.0,748.0,46.27450980392157,30.19607843137255,4.313725490196078,14.901960784313726,-1.0,5020.0,44,70,48.627450980392155,300.20000000000005,240.7,0.42,-0.06640625,3.125,0.0
20.161806,0.0,751.0,45.88235294117647,29.80392156862745,4.313725490196078,14.901960784313726,0.0,5010.0,44,70,51.372549019607845,301.40000000000003,240.7,0.42,-0.015625,3.125,0.0
20.503012,0.0,739.0,45.88235294117647,30.19607843137255,4.313725490196078,14.901960784313726,1.0,4940.0,44,70,50.98039215686274,302.6,242.2,0.42,0.01171875,3.125,0.0
20.841446,0.0,751.0,45.490196078431374,29.80392156862745,4.313725490196078,14.901960784313726,1.0,4960.0,43,71,50.588235294117645,303.8,243.5,0.42,0.00390625,2.34375,0.0
21.181484,0.0,758.0,45.09803921568628,29.41176470588235,4.313725490196078,14.901960784313726,2.0,4930.0,43,71,50.19607843137255,303.8,243.5,0.42,0.0390625,3.125,0.0
21.521423,0.0,751.0,45.09803921568628,29.41176470588235,4.313725490196078,14.901960784313726,-1.5,4900.0,43,71,48.627450980392155,305.0,245.0,0.42,0.01171875,3.125,0.0
21.861367,0.0,722.0,45.490196078431374,29.80392156862745,4.313725490196078,14.901960784313726,-0.5,4950.0,43,71,49.80392156862745,306.0,246.2,0.42,-0.0390625,2.34375,0.0
22.201335,0.0,710.0,45.490196078431374,29.80392156862745,3.9215686274509802,14.901960784313726,-2.5,4920.0,43,71,47.84313725490196,306.0,246.2,0.42,-0.03125,2.34375,0.0
22.541548,0.0,699.0,45.490196078431374,30.19607843137255,3.9215686274509802,14.901960784313726,0.5,4950.0,44,71,47.84313725490196,306.90000000000003,247.40000000000003,0.42,-0.0390625,2.34375,0.0
22.881545,0.0,700.0,45.490196078431374,30.19607843137255,3.9215686274509802,14.901960784313726,-1.5,4970.0,43,71,51.76470588235294,307.90000000000003,248.7,0.42,0.01953125,2.34375,0.0
23.221227,0.0,692.0,45.09803921568628,29.80392156862745,3.9215686274509802,14.901960784313726,-1.0,4910.0,43,71,51.372549019607845,307.90000000000003,248.7,0.42,0.046875,3.125,0.0
23.561436,0.0,690.0,44.705882352941174,29.80392156862745,3.9215686274509802,14.901960784313726,1.0,4930.0,43,71,50.98039215686274,308.8,249.8,0.42,0.0390625,2.34375,0.0
23.90146,0.0,701.0,44.705882352941174,29.41176470588235,3.9215686274509802,14.901960784313726,0.5,4890.0,42,71,49.01960784313726,309.70000000000005,251.0,0.42,0.0546875,3.125,0.0
24.241481,0.0,699.0,44.31372549019608,29.41176470588235,3.9215686274509802,14.901960784313726,1.0,4910.0,42,71,49.80392156862745,309.70000000000005,251.0,0.42,-0.0234375,2.34375,0.0
24.581609,0.0,705.0,44.31372549019608,29.019607843137255,3.9215686274509802,14.901960784313726,0.0,4930.0,42,71,47.84313725490196,310.5,252.10000000000002,0.42,-0.0390625,2.34375,0.0
24.92122,0.0,705.0,44.31372549019608,29.019607843137255,3.9215686274509802,14.901960784313726,0.5,4880.0,42,71,47.84313725490196,311.5,253.2,0.42,-0.05859375,1.5625,0.0
25.261544,0.0,708.0,43.92156862745098,29.019607843137255,3.9215686274509802,14.901960784313726,5.0,4930.0,42,71,47.84313725490196,311.5,253.2,0.42,-0.0390625,2.34375,0.0
